aback|شاته
deceit|مکر
deceitful|چلباز
deceitful|چلی
deceitful|چمبازه
deceitful|دورنګه
deceitful|دوه مخی
deceitful|رياکاره
deceitful|غالېجن
deceitful|کلپ
deceitful|محيل
deceitful|مکار
deceitful|مکرجن
deceive|اغفالول
deceived|تېروتل
deceiver|غولوونکی
december|ديسمبر
deception|تقلب
deception|غالې
deception|غولېدنه
deceptive|جعلي
decimal|اعشاري
decipherment|استخراج
decision|تصميم
decision|فيصله
decision|لنډون
decision|پرېکړه
decisive|پرې کړی
decisive|غوڅ
decisive|قاطع
decisive|قطعي
decisively|غوټ
declaration|اظهار نامه
declaration|اعلاميه
declaration|علم وخبر
declare|اظهرېدل
declination|تصريف
decline|زوال
declined|منحط
declining|نزولي
declivity|سرځوړی
decomposed|وراسته
decomposition|تحليل
decorate|پسولل
decorated|مزين
decorated|ډولي
decoration|زينت
decoration|سينګار
decorative|زينتي
decoy|مله
decrease|تقليل
decreased|لږېدل
decree|فرمان
dedication|ايثار
dedication|فداکاري
dedication|وقف
deduced|منتج
deduction|قياس
deduction|وضع
deductive|قياسي
deed|عمل
deed|کردار
deed|وثيقه
deed|پلورليک
deeds|افعال
deeds|کړه
deeds|کړه وړه
deem|ليدا
deep|ژور
deep|عميق
deep|غوچ
deep|کاري
deepen|غوچول
deer|هوسۍ
defamation|افترا
defame|بدنامېدل
defame|تورول
defamed|بدرنګه
defamed|بدنام
default|غياب
defeat|لری
defeat|ماته
defeat|ماتې
defeat|مغلوبول
defeated|لر
defeated|مات
defeated|مغلوب
defeated|مغلوبېدل
defect|علت
defect|عيب
defect|ميار
defect|نقص
defect|نقصان
defect|نقصېه
defect|نيمګړتيا
defect|وات
defective|معيوب
defective|ميارن
defective|ناقص
defective|نيمګړی
defence|مدافعه
defendant|مدعی عليه
defendant|مربوط
defender|مدافع
defensive|دفاعي
deferment|تاجيل
deficiency|خاليګاه
deficiency|کموالی
deficiency|نقص
deficiency|نقصان
deficiency|نقصېه
deficit|کسر
defile|منځغری
defile|ګرځنی
defile|ګټېر
defiled|ملوث
define|تعريفول
defined|محدود
definite|صريح
definite|قطعي
definitely|غوټ
definitely|کورټ
definitely|يوپه يوه
definition|تعريف
deform|غلط ښودل، بڼی ته تغیر ورکول
deformation|مسخ
deformed|بدشکله
defunct|مرحوم
degenerate|منحط
degradation|حقارت
degree|مرتبه
degrees|مراتب
dehydrated|اورمولی
deity|الیه؛ الوهیت
dejected|جنګړ
delay|تعويق
delay|درنګ
delay|وقفه
delay|ټال
delay|ټالول
delay|ځنډ
delay|ځنډيدل
delay|ډيل
delayed|معطلي
delayed|ملتوي
delayed|ځنډمن
delayed|ځنډنی
delegate|مرکچي
delegate|مرکوال
delegate|نماينده
delegate|استازي
delegated|موکل
delegation|هيأت
deliberate|سنجول
deliberate|عمدي
deliberate|قصدي
deliberate|سنجول
deliberate|سنجول
deliberately|قصداً
deliberation|تامل
deliberation|سنجش
deliberation|غور
deliberation|ځير
delicacy|نزاکت
delicate|حساس
delicate|نازک
delicate|نازنين
delicate|نفيس
delicious|خوندور
delight|خوند
delight|لذت
delighted|محظوظ
delineation|ترسيم
delinquency|جنحه
delirious|سرسام
delirium|سرسام
delirium|هذيان
deliver|تسليمول
deliver|رسول
deliverance|نجات
deliverer|ناجي
delivery|تسليم
delivery|تسليمي
delivery|لنګتون
delivery|لنګون
delivery|ولادت
delta|دلتا
demand|تقاضا
demand|غوښتنه
demand|مطالبه
democracy|ديموکراسي
democracy|وګړواکي
democrat|ديموکرات
democratic|ديموکراتيک
demolish|نړول
demolish|ړنګول
demolished|منهدم
demolished|نړېدل
demolished|ړنګ
demolished|ويجاړ
demolisher|نړوونکى
demolition|تخريب
demon|جن
demonstrate|تمثيلول
demonstration|تمثيل
demonstration|مظاهره
demonstration|نمايش
demonstration|لاريون
demonstrator|مظاهره کوونکی
den|مغاره
denial|تکذيب
denial|نفي
denied|تکذيب
denmark|ډنمارک
denotation|دلالت
dense|شنه لوخړه
dense|غليظ
dense|لوخړه
dense|ماموس
dense|ټينګ
dense|ګڼ
dense|خنډ، غونډ، ګڼ
dense|ګڼ
denseness|ګڼوالی
dent|کړوپول
dental|غاښيز
dented|کړوپ
dentist|دغاښو ډاکټر
denying|منکرېدل
denying|ناګاره
department|وزارت
departure|هجرت
dependable|په چټكۍ
dependable|متكى
dependant|تابع
dependence|اړوندي
dependent|متکي
dependent|موکول
deplorable|اسفناکه
deposed|معزول
deposit|وديعه
deposition|خلع
depot|ګدام
depraved|فاسد
deprecation|استغفار
depreciation|کسر
depressed|ګړم
depression|انفعال
depression|ساډوبي
deprivation|حرمان
deprived|محروم
depth|ژوروالی
depth|شپ
depth|غوچوالی
deputation|نمايندګي
deputy|معاون
deputy|معين
deputy|نايب
deputy|نماينده
deputy|وکيل
deranged|مختل
derision|هنک
derision|ډرۍ
derivation|اشتقاق
derivative|مشتق
derived|مشتق
descent|نزول
describe|بيانول
described|موصوف
description|تشريح
desert|بيابان
desert|بېديا
desert|چول
desert|دشته
desert|دښت
desert|رېګستان
desert|سارا
desert|سوراړ
desert|سونجه
desert|صحرا
desert|ميره
desert|ولخه
desert|ويرانه
desert|ويراني
desert|ډاګ
desertion|ترک
deserve|لایق
deserving|مستحق
deserving|ښايي
design|طرح
design|نقش
designation|تقرر
desirable|مطلوب
desire|آرزو
desire|تمنا
desire|جذبه
desire|رچ
desire|کاز
desire|لو
desire|مراد
desire|ميل
desire|نامت
desire|ناټ
desire|نيت
desire|هوا
desire|هوس
desire|هيله
desire|څوب
desired|مطلوب
desirous|اواګير
desirous|آرزومن
desirous|مشتاق
desirous|مينه دار
desk|ميز
desolate|ويجاړ
desolate|ويران
desolation|وراني
desolation|ورانښت
despair|نااميدي
despair|ياس
despairing|مايوس
desperate|نامېنده
desperate|يې هيلې
despise|تحقيرول
despised|منفور
despite|اهانت
despite|تحقير
despite|سره له/د دې
despondent|لفغالي
despotic|جابر
despotic|مستبد
despotism|استبداد
destination|منزل
destine|تخصيص ور كول
destiny|سرنوشت
destiny|قسمت
destiny|قضا
destiny|برخليک
destroy|بربادېدل
destroy|ورانول
destroyed|پوپنا
destroyed|تباه
destroyed|چټ
destroyed|چټ پټ
destroyed|سپېره
destroyed|منهدم
destroyed|نابود
destroyed|وران
destroyed|ډونډ
destroyed|ړنګ
destroyed|تباه شوې
destroyed|تباه شوې
destroyed|وېجاړې
destroyed|ويجاړ
destroyer|نړوونکى
destroyers|نړوونکي
destruction|تباهي
destruction|تلف
destruction|فنا
destruction|نابودي
destruction|ورانکاري
destruction|ورانوالی
destruction|وراني
destruction|ورانښت
destruction|ابتري
destruction|له منځه وړنه
destructive|زيانکاره
destructive|وران
destructive|ورانکار
destructive|ورانکاری
detached|پرې
detail|تفصيل
detailed|مفصل
details|مفردات
detain|ايسارېدل
detain|پاته کول
detain|ستنول
detain|ځنډول
detained|معطل
detect|څرک ايستل
detect|موندل
detect|موندل
detection|کشف
detective|موشک
detective|څارنوال
detention|توقيف
detention|ځنډ
deter|ستنول
deteriorate|بدول
deterioration|وروستوالی
determination|پرېکړه
determination|تصميم
determination|سربشت
determine|تعيينول
determined|معين
determinism|معينيت
detestation|نفرين
detested|منفور
dethroned|مخلوع
detonated|منفجر
detraction|کسر
detriment|زيان
detriment|ضرر
detrimental|ضررناک
devastate|ویجاړول
devastated|ګړوب
developed|انکشاف
development|پراختيا
development|نشو
development|نمو
development|وده
development|پرمختيا
development|انکشاف
developmental|انکشافي
deviate|غړول
deviated|منحرف
deviation|انحراف
device|اوړه
devil|شيطان
devise|اختراع کول
devoted|سرپريکړی
devoted|فداکار
devoted|مخلص
devotee|مريد
devotee|سنډاسي
devotion|ايثار
devotion|فداکاري
devotion|مريدي
devotion|وقف
devotion|څله
devotion|جذبه
devout|زاهد
dew|سوګ
dew|شبنم
dew|نوچک
diagnose|تشخيصول
diagnosis|تشخيص
diagonal|ايرب
diagram|شکل
diagrams|اشکال
dial|مېلهو
dialect|ګړدود
dialectical|ديالکتيکي
dialects|ګړدودونه
dialogue|مکاله
diameter|قطر
diamond|الماس
diaper|کونسترګی
diaphragm|زنخول
diarrhea|اسهال
diarrhea|رمی
diarrhea|نس ناسته
diary|د يادښت کتابچه
dictation|املا
dictatorship|استبداد
diction|هجا
dictionary|قاموس
dictionary|سيندګی
did|کول
didactic|درسي
die|مړل
diet|پرېز
diet|پرېزانه
difference|پرخ
difference|تفاوت
difference|توپير
difference|فرق
different|بېل بېل
different|جدا
different|متفاوت
different|مختلف  
differential|مشتق
differently|بل ډول
differing|متفاوت
difficult|سخت
difficult|شاقه
difficult|کړکېچن
difficult|مشکل
difficult|ګران
difficult|ستونزمن
difficult|ستونزمنه
difficult|غر
difficulty|ستونزه
difficulty|ستونځه
difficulty|سختوالی
difficulty|کشاله
difficulty|کړاو
difficulty|کړکېچ
difficulty|مشقت
difficulty|مضيقه
difficulty|معضله
difficulty|منجنيق
diffident|شرمناک
diffused|منتشر
diffusion|انتشار
dig|کيندل
digest|هضمول
digestible|سهل الهضم
digestion|هضم
digestive|هاضمه
diggings|حفريات
digit|رقم
digital|ګڼیال
dignified|موقر
dignified|پرتمينه
dignified|پتيالی
dignity|آب
dignity|پت
dignity|حرمت
dignity|حيثيت
dignity|درب
dignity|درنښت
dignity|دروګه
dignity|روب
dignity|شان
dignity|شرف
dignity|عزت النفس
dignity|فضيلت
dignity|کېس
dignity|هيبت
dignity|وقار
dignity|ابرو؛ عزت؛ منزله
dilettante|شوقي
diligence|زيار
diligence|هاند
diligence|کوشش
diligent|زحمتکښ
diligent|زيارکښ
dilute|اوبلن
dilute|اوبلنول
dilute|رقيق
diluted|نروب
dim|تت
dimension|بعد
diminution|تنقيص
diminutive|تصغير
din|شوروغوغا
din|ږغ وږوغ
dinar|دينار
dingy|خيرن
dip|يوپ
diploma|دپلوم
diploma|سند
diploma|شهادتنامه
diplomacy|سياست
diplomatic|سياسي
dipped|څوړ
dipper|څمڅه
dipper|څمڅۍ
direct|سماسم
direct|مخامخ
direction|استقامت
direction|پلو
direction|خوا
direction|روخ
direction|سمت
direction|طرف
direction|کړنلاره
direction|لودن
direction|لور
direction|لوری
direction|مسير
direction|هدايت
direction|ور
directly|راسأ
director|مدير
directorate|مديريت
directorship|مديريت
directorship|مستقيم
directory|رهنما
dirt|خاورې
dirt|خيره
dirt|زرنځي
dirt|کثافت
dirt|نجاست
dirty|چټل 
dirty|خچن
dirty|خيرن
dirty|خيرنول
dirty|خيره
dirty|رېمن
dirty|کثيف
dirty|کرغېړن
dirty|کرغېړنول
dirty|ککړ
dirty|ککړول
dirty|لغوړن
dirty|لغوړونول
dirty|لوغړن
dirty|ماموس
dirty|مردار
dirty|مردارول
dirty|ممغوړن
dirty|ناپاک
dirty|ناولی
dirty|نجس
dirty|سخا
disable|ګوډول
disabled|معيوب
disagreeing|مخالف
disagreement|مغايرت
disappearance|بډه
disappeared|غيب
disappeared|لادرکه
disappointed|نامراد
disappointed|ناوسه
disappointed|نهيل
disappointed|يې هيلې
disappointment|ياس
disapprobation|تقبيح
disarm|بې وسلې کېدل
disarmament|خلع سلاح
disarray|ګډوډي
disaster|بلا
disaster|درنه
disaster|فاجعه
disaster|مصيبت
disbanded|منحل
discarded|ترک کول
discerning|سترګور
discernment|تمييز
discharge|تخليه
discharged|منفصل
disciple|شاګرد
disciple|مرید؛ شاګرد
discipleship|لاس نيوی
disciplinary|انظباطي
discipline|انضباط
disclosed|رابرسيره
disclosing|افشا
discomfort|ربړ
disconnect|بېلول
discontinuance|انقطاع
discontinuation|متارکه
discord|مړغنډۍ
discount|تنزيل
discourse|محاوره
discourteous|بې ادبه
discourteous|بې تربيي
discovered|منکشف
discoverer|لڅاوو
discovery|موندنه
discredited|ناوېسا
discrepancy|تفاوت
discrepancy|توپير
discrimination|توپير
discuss|څيړل
discussion|بحث
discussion|مباحثه
discussion|مذاکره
discussion|مناقشه
disdain|عار
disease|مرض
disease|ناروغتيا
disease|ناروغي
disengage|کريابېدل
disengaged|يله
disengagement|پارچاو
disfigurement|مسخ
disgrace|بدنامي
disgrace|بې آبول
disgrace|بې آبي
disgrace|بې حرمتي
disgrace|سپکاوی
disgrace|عار
disgrace|عيب
disgrace|نام بدي
disgrace|ننګ
disgraced|بې آبرو
disgraced|بې پردې
disgraced|بې حرمته
disgraced|رسوا
disgraced|مختورن
disgraced|مختوری
disgraceful|بې حرمته
disgraceful|بې عزته
disgust|انزجار
disgust|بېزارول
disgust|بېزاري
disgust|بېزارېدل
disgust|تره
disgust|ترې
disgust|کراهت
disgust|کرکه
disgust|نفرت
disgusted|متنفر
disgusted|منزجر
disgusted|وېزار
disgusting|کرکجن
dish|غاب
dish|قاب
dish|کتغ
dish|مشقاب
dish|نګولی
dishevelled|ببر
dishonest|بې ايمانه
dishonest|بې وجدانه
dishonest|خپکی
dishonest|متقلب
dishonesty|بې ايماني
disinherited|عاق
disinterested|بې علاقې
disinterested|بې غرضه
dislike|تنفر
disliking|خواتوری
disloyal|نمک حرام
disloyalty|دګ
dismal|منحوس
dismantle|ړنګول
dismay|ویرول
dismiss|رخصتول
dismissal|رخصت
dismissed|معزول
dismissed|منفصل
dismissed|منفعک
dismissed|موقوف
disobedience|سرغړونه
disobedience|نافرماني
disobedient|سرغړاندی
disobedient|متمرد
disobey|غاړه غړول
disorder|اخلال
disorder|اغتشاش
disorder|اړودوړ
disorder|بې نظمي
disorder|خلل
disorder|ناامني
disorder|هرج ومرج
disorder|ګډوډي
disorder|ګړبړ
disordered|مختل
disordered|مغشوش
disordered|نااوډلی
disordered|ګډوډ
