English|پښتو
drip|نينول
Drip Stick|آبچکان لرګی 
dripping|څڅنده
dripping|څڅيدنګ
dripping|څړک
drive|چلول
drive|ځغلول
drive|هی کول
drive away|شړل
driver|چلوونکی
driver|ډريور
driver|موټروان
driver|خليفه
driver|موټروان(ه)
driver|ډرېور(ه)
driver|استاد(ه)
driver side|د ډرېور خوا
driving|ډرېوري
drizzle|ورنګی
drizzle|نری باران
dromedary|بادي اوښ
dromedary|هوټي
droning|غرهار
drop|څاڅکی
drop|څڅواکی
drop|څڅول
drop|دړی
drop|زرامی
drop|قطره
drop|وليدل
drop|ګوزارول
Drop Rucks|چانټې وغورځوی 
dropper|ننوونی
Droppings|د حيواناتو اطراحات يا نجاست
drops|چکک
dropsy|استسقاء
dropsy|تشنک
drought|وچکالي
drought|وچکالۍ
drown|ډوبېدل
drown|غرقېدل
drowned|ډوب
drowned|غرق
drowning|ډوب
drowsiness|ګنګسيات
drowsy|ګنګسه
drug store|دواخانه
drugs|مخدرات
drugs|مخدره مواد
drugs|نشه یی توکی
drugs|نشه يي مواد
drugs|نشه
drum|تمبل
drum|درمبول
drum|ډوکړه
drum|ډولکی
drum|ډومبکی
drum|طبله
drum|ډول
drum (55 gallon)|بيلر
drummer|ډم
drummer|ډول
drummer|ډولچي
drummer|ډولکي
drums|ډول
drumstick|دسترک
drunk|مست
drunk|نشه
drunk|شرابي
drunk|نشيه
drunken|مستانه
drunkenness|مستي
dry|کرغه
dry|وچ(ه)
dry|وچول
dry|پوچ
dry|وچه
dry  wash|مانده
dry arid|وچ
dry bushes|خځلې
dry bushes|وچ بوټي
dry farming|ديمه
dry farming |للمي
dry farming land|للمه
dry grass|بوس
dry,toempty|وچول
dryland|وچوبه
dryness|وچتوب
dryness|وچتيا
dryness|وچوالی
dryness|وچوبی
DTG (Date Time Group)|د نيټې او وخت  ښودلو ګروپ/ د نېټې او وخت ښودلو ترتيب
Dual-Primed Explosives|د دوه ګونو پټاکيو لرونکي چاودېدونکي مواد
dubious|مشتبه
duck|بته
duck|هېلۍ
due regard to|قدر داني
due to|په خاطر
due to|د...په اثر
due to|له پلوه
due to…|مناسبت
duel|دويل
dues|حق العضويت
dull|پڅ
dull|غبي
dull|تت
dumb|ګونګ
dumb|ګونګی
dump|چړا
dun colored horse|سمند
dung|لډو
dung beetle|غوزاړی
dung beetle|ګوزنډو
dung beetle|ګونګټ
dung sheep,goat,camel etc |پچه
dunning|تقاضا
duplicate|مثنی
durability|پايښت
durability|ټينګوالی
durability|داښت
durability|دوام
durable|دوامداره
durable|ټينګ
Durable|کلک، با دوام
duration|موده
during|ترځ
during|ترڅ
during|د...په بهير کې
during|د...په وخت کې
during|درشل
during|په بهير کې
during|په ترڅ کې
during|جريان
during|د ... په ترڅ کې
during the time of|په دوران کې
dusk|ترغونی
dust|دوړه
dust|ګرځ
dust|ګړد
dust|ګرد
dust  |دوړي
dust from a shrine|خورده
dust pan|ډلۍ
dust storm|د خاورو طوفان
dusty|ګردجن
dutiful|وظيفه شناس
duty|دنده
duty|مکلفيت
duty|وظيفه
duty|ماليه
duty|ماموريت
duty|عمليات
duty|وجيبه
dwarf|لوېشتکی
dwarf|لوېشتينک
dwarf|لنډې
dwarf palm|مېزری
dwelling|استوګنه
dwelling|مسکن
dwelling|مېنه
dwelling place|بورجل
dyeing  of leather after taning |زنه
dyer|رنګرېز
dying|مرګونی
dying|مر کیری
dying|مری
dying|مرګوني
Dynamic|متحرک
Dynamic Corner Clear|په متحرکه توګه د کنج تصفيه کول
dynamite|سرنګ وهل
dynamite|بارو
dysentery|ديزانتري
dysentery|پيچش
dyspepsia|اغېړ
dyspnea|سا لنډۍ
dystaxia|رعشه
DZ (Drop Zone)|د غورځولو يا کوزولو زون
E|
each|هر
eager|لړومی
eager|مشتاق
eager|ليواله
eagerness|شوق
eagerness|شوقمن
eagle|ګربت
eagle|ګوربت
eagle|باز
eagle|تاتارېې
eagle|شاهين
eagle|عقاب
ear|غوږ
ear|غوَږ
ear lobe|څپڼ غوږی
ear of corn|شوټکه
ear of corn|وږی
ear pick|غوږټومبنی
ear ring|غوږوالۍ
ear rings|بالۍ
ear wax|خيږه
earache|د غوږ درد
eareing|والی
earlier|په ورستيو
earlier|دوخته لا
early|مهينه
early|وختي
early|وختيني
early|وخته
early|وختي(وخته)
early afternoon|برمل
early morning|ساوون
early morning|ملااذان
early morning|سباوون
early morning prayer|بانګ
early on|پيشرسته
Early Warning Device|لومړنۍ خبر ورکونکې وسيله
earn|ګټل
earn of  corn|جواری
earner|ګټندوی
earner|ګټيالی
earnings|عايدات
earnings|ګټه وټه
earring|لښتۍ
earrings|غوږوالی
earth|ځمکه
earth|مځکه
earthen|خاورين
earthen  trough|کنډال
earthen bowl|خوری
earthen bowl|کنډول
earthen broken pot|کردوړی
earthen broken pot|کنډولی
earthen container|برمک
earthen cooking pot|لغونی
earthen mug|کونجۍ
earthen pitcher|کوزه
earthen pitcher|کوزړۍ
earthen vat|مټ
earthly paradise|ارم
earthquake|زلزله
ease|اسانتيا
ease|اساني
ease|سهولت
ease|اسانتیا
easiness|اسانتیاوی
easiness|اسانتيا
easiness|سهولت
east|خاتيځ
east|ختيځ
east|لمرختيځ
east|مشرق
east|شرق
east|شـَرق
east or orient|شرق
eastern|مشرقي
eastern|شرقي
eastren|شرقي
easy|اسان
easy|اسانول
easy|اسانېدل
easy|بې تکليفه
easy|آسان(ه)
easy|اسانتيا
easy of digestion|سهل الهضم
easygoingness|مراعت
eat|خوړل
eat a small amount of|څکېدل
eat breakfast|سبانارى خوړل
eat voraciously|نوخول
eatable|خوراکي
eating|خوراک
eating|خورل
eating utensils|د خوړلو سامان
eating utensils|کاشوغې او پنجې
eating utensils|کاچوغې او پنجې
eavesdropping|غوږنيوی
Echelon|د قدمه دارنظام شکل
echo|ازانګه
economic|اقتصادي
economic|اقتصد(ی)
economical|اقتصادي
economical|مقتصد
economical|اقتصادى
economizing|صرفه
economizing|صرفه جويي
economy|اقتصاد
economy|زيرمه
economy|سپما 
eczema|رشک
edema|بوغمه
edge|څنډه
edge|حنده
edge|ګوښه
edge|لمنه
edge of the eyelid|جږمه
edge of the eyelid|ځيږمه
Edibility|د خوړلو وړ 
editing|تاليم
edition|ټوګ
edition|ګټى
edition|خپرونه
editorial|سرمقاله
editorial|سرمقالى
educate|تربيه کول
educate|تربيه ورکول
educate|تعليم کول
educate|تعليم ورکول
educate|روزل
educated|تعليم يافته
educated|کمالداره
educated|منور
educated|تعليم لرونکی
educated persons|تحصيل خهوندان
education|معارف
education|تعليم
education|ښوونه او روزنه
education|تحصیلات
education|تربـيه
education |تربيت
education |تربيه
education |معارف رياست
education and training|تعليم او تربيه
education and training|ښوونه او روزنه
education director|معارف ريس
Education Ministry|د معارف وزارت
educational|تحصيلي
educational|تربيتي
educational|تربيوي
educational|ښونیز
educational methods|د پوهنی مېتودونه
educational strategy|د پوهنی ستراتیژی
educational system|معارف
educational year|تعليمي کال
educator|مربي
EEFI (Essential Elements of Friendly Information)|د دوستو قوتونو د معلوماتو اساسي عناصر
eel|مارماهۍ
EENT (Early Evening Nautical Twilight) |د ماښام له تيارې مخکې د لمر منعکسه شوې روښنايي/ د ماښام شفق
effect|اثر
effect|ادرم
effect|اغېزه
effect|تاثير
effect|زد
effect|معلول
effect|اغيزه
effective|اغېزناک
effective|کاري
effective|موثر
effective|نافذ
effective|اغيزمن
effective|اغيزمند
effective|مؤثر
effective strike|کارى ګوزار
effectiveness|غوزمنتوب
effectiveness|اغيزمنتوب
effeminate|ښځنوکی
effeminate|نرښځی
efficient|باکفايته
efficient|مؤثر
efficiently|په ډيره پرمختللى توګه
effort|احتمام
effort|تلاښ
effort|جهد
effort|زيار
effort|کوښښ
effort|هاند
effort|هلې بلې
effort|هلې ځلې
effort|همت
effort|کوشش
effort|هحه
effort|هڅه
effort |ااقدام(ات)
effort |کوښښ
effort |کوشش
effort |هڅه
effort  |اقدام
efforts|هلى ځلي
efforts|هلي ځلي
egg|ها
egg|هويه
egg|هګۍ
egg|ويه
egg  plant|باتينګړ
egg  plant|باټينګڼ
egg plant|بانجڼ
eggplant|سوسني بانجڼ
eggplant|توربانجان
Egress Procedures|له الوتکو څخه د راوتلو طرزالعملونه
Egypt|مصر
Eid greetings|د اختر مبارکۍ 
eight|اته
eight and a half|اتنيم
eight hundred|اته سوه
eight thousand|اته زره
eighteen|اتلس
eighteen letter of the Pashto alphabet|ړ
eighteen thousand|اتلس زره
eighteenth|اتلسم
eighth|اتم
eightieth|اتيايم
eighty|اتيا
eighty thousand|اتيا زره
either … or|هم ... هم
either… or …|یا...مو یا
EL Salvador|سالوېډور
Elasticity|ارتجاعيت
elbow|څنګل
elbow|چنګل
elbow|څنګل(ه)
elbow|څنگل(ه)
elder|مسر
elder|مشر
elder|بابا
elder|مشر(ه)
elder|سپين ږيرى
elderly woman|ببۍ
elderly woman|سپين سري
elected|منخب
elected|ټاکلي
elected|ټاکل شوي
election|انتخابات
election|ټاکنی
election|ټولټاکنه
election|ټول ټاکنه
elections|انتخابات
electric dam|د برېـښنا بند
electric dam|د برخ بند
electric line|د برق تار
electric line|د برق سيم
electric line|د برق لين
electric pole|د برق پايه
electric pole|د برق خاده
electric pole|د برېښنا خاده
electric pole|د برېښنا پايه
electric wire|د برق تار
electric wire|د برق سيم
electric wire|د برق لين
electric wire|د برېښنا تار
electric wire|د برېښنا سيم
electric wire|د برېښنا لين
electrician|برقي
electrician|بريښنا جوړونکي
electricity|برق
electricity|بريښنا
electronics|برقي شيان
electuary|معجون
elegy|مرثيه
element|عنصر
element|ځز
element|عنصر(عناصر)
Element|عنصر يا جزوتام
elementary|ابتدايي
elementary |ابتدايي 
elementary school|ابتدايي ښوونځی
elementary school|ابتدايي ښوونځى
Elements|عناصر يا جزوتامونه
elephant|اتي
elephant|فيل
elephant|هاتي
elephant|فیل
elephant|فیل / پیل
elephant driver|پيلوان
elephant keeper|فيلوان
Elevation|ارتفاع
eleven|يوولس
eleven thousand|يوولس زره
eleventh|يوولسم
eleventh lunar month|ميانه
eleventh lunar month|مياني
eleventh month of the lunar year|ذي القعده
eleventh month of the solar year|دلوه
elf|ببو
eligible|مناسب
eligible|حق دار(ه)
eligible|مستحق(ه)
eligible |مستحق(ه)
eliminate|نېستول
eliminate|له مينځه وړل
elimination|محو 
elimination|محوه
eloquence|فصاحت
eloquent|بليغ
eloquent|ژبغړاند
eloquent|ژبه ور
eloquent|فصيح
elsewhere|بل پلو
elsewhere|له بلی خوا
elucidation|تصريح
email|بريښناليک
Embarkation|بېړۍ يا الوتکې ته ختل
embarrasse|خړول
embarrassed|وارخطا
embarrassment|وارخطايي
embassador|سفير
embassy|سفارت
embassy|قونسلګري
embassy |سفارت
embellish|سينګارول
ember|څروټکه
ember|سکروټه
embers|خوګلن
embezzelment|اختلاس
embezzlement|اختلاس
embezzlement|خوردوبورد
embezzler|مختلس
embodiment|تجسم
embriodery|ګل دوزي
embrodery|خامک
embroidered front piece of a shirt or dress|ګنډ
embroidering|ګل کاری/ګل دوزی
embroidery|ګلدوزي
embroidery|خامک
embryo|جنين
embryo|ګب
emerald|زمرد
emergency|اضطرارى
emergency|اضطراري
emergency|بيړنيو
emergency|بېړنی
emergency|عاجل
emergency|عاجلي
emergency|عاجل(ه)
emergency|بيړني
emergency|اضطراري حالت
emergency help|عاجله مرسته
Emergency Signals|د اضطراري حالت اشارې
emergent|اضطراري
emergrancy situation|اضطراري حالت
emigrant|مهاجر
emigrate|هجرت کول
eminence|سرلوړي
eminent|سرلوړی
emnity|دښمنۍ
emotional|احساساتي
emotions|احساسات
emotions|سوز
empathy|خقاخوږي
emperior|شاهنشاه
emphasize|تاکيد کول
emphatic|موکد
Emplace|ځای پر ځای کول
employ|استخدامول
employ|مققرول
employed|استخدام شوی
employed|مقرر
employed|مستخدم(ه)
employed|مقرر(ه)
employee|مستخدم
employees|مامورين
employer|کارفرما
employment|استخدام
employment|روزګار
employment|مققري
employment|مقرري
empower|په پښتو درول
empower|تقويه کول
emptiness|تشوالی
empty|تش
empty|تشه
empty|تشول
empty|خالي
empty|پوک
empty|خالى
empty field|تش مېدان
empty field|سپين ميدان
empty space|خاليګاه
enacter|واضع
enamel |مينا
enchanted|مجذوب
enchanter|پاړوګر
encircle|چاپېرول 
enclosure|ضميمه
enclosure|محوطه
encourage|تشويقول
encourage|تشویقول
encourage|هڅول
encourage|هڅول 
encourage|هڅاول
encourage|تشويق
encourage  |هڅول
encouraged|جرات
encouragement|تشجيع
encouragement|تشويق
encouragement|تشويقول
encouragement|تشویق
encouragement|تقويه
encourager|مشوق
Encrypt|شفري کول
encyclopedia|دايرت المعارف
end|پای
end|تمامی
end|خاتمه
end|ختم
end|عاقبت
end|غايه
end|بس کول
end|اخير(ه)
end|نتيجه
end|انجام
end|پايڅوړ
End of Rope Clove Hitch| د رسۍ د سرلونګ شکله غوټه
End of Rope Prusik|د رسۍ د سر پروسيک نومې  غوټه
end of turban hanging down|شمله
end something|پاى ته رسول
endear|ګرانول
endeavor|مجاهدت
endeavor|مجاهده
